timestamp,symbol,action,quantity,price,transaction_cost,position_after,cash_after,portfolio_value
1777779040.094653,^NSEI,HOLD,0.0,102.05673157776451,0.0,0.0,100000.0,100000.0
1777779041.094938,^NSEI,HOLD,0.0,102.10816629961616,0.0,0.0,100000.0,100000.0
1777779042.095239,^NSEI,HOLD,0.0,102.14902814135883,0.0,0.0,100000.0,100000.0
1777779043.095534,^NSEI,HOLD,0.0,102.2397398940803,0.0,0.0,100000.0,100000.0
1777779044.095841,^NSEI,HOLD,0.0,102.29820028266946,0.0,0.0,100000.0,100000.0
1777779045.09618,^NSEI,HOLD,0.0,102.38807847090739,0.0,0.0,100000.0,100000.0
1777779046.096474,^NSEI,HOLD,0.0,102.4180263181234,0.0,0.0,100000.0,100000.0
1777779047.096755,^NSEI,HOLD,0.0,102.43638356963534,0.0,0.0,100000.0,100000.0
1777779048.097083,^NSEI,HOLD,0.0,102.4601860300935,0.0,0.0,100000.0,100000.0
1777779049.097369,^NSEI,HOLD,0.0,102.50333700678178,0.0,0.0,100000.0,100000.0
1777779050.097652,^NSEI,HOLD,0.0,102.56943059211649,0.0,0.0,100000.0,100000.0
1777779051.097939,^NSEI,HOLD,0.0,102.6605777344349,0.0,0.0,100000.0,100000.0
1777779052.09824,^NSEI,HOLD,0.0,102.7375224068368,0.0,0.0,100000.0,100000.0
1777779053.098543,^NSEI,HOLD,0.0,102.79699727586762,0.0,0.0,100000.0,100000.0
1777779054.098834,^NSEI,HOLD,0.0,102.88380530105655,0.0,0.0,100000.0,100000.0
1777779055.09913,^NSEI,HOLD,0.0,102.96194312197666,0.0,0.0,100000.0,100000.0
1777779056.099415,^NSEI,HOLD,0.0,102.99535786726382,0.0,0.0,100000.0,100000.0
1777779057.099696,^NSEI,HOLD,0.0,102.9908414184654,0.0,0.0,100000.0,100000.0
1777779058.10005,^NSEI,HOLD,0.0,102.95709461905545,0.0,0.0,100000.0,100000.0
1777779059.100362,^NSEI,HOLD,0.0,102.94117972383386,0.0,0.0,100000.0,100000.0
1777779060.100655,^NSEI,HOLD,0.0,102.93105976791146,0.0,0.0,100000.0,100000.0
1777779061.100943,^NSEI,HOLD,0.0,102.94434590810738,0.0,0.0,100000.0,100000.0
1777779062.101241,^NSEI,HOLD,0.0,102.94389147201463,0.0,0.0,100000.0,100000.0
1777779063.101535,^NSEI,HOLD,0.0,102.94925631774784,0.0,0.0,100000.0,100000.0
1777779064.101821,^NSEI,HOLD,0.0,102.9754544405161,0.0,0.0,100000.0,100000.0
1777779065.102165,^NSEI,HOLD,0.0,102.99133638756064,0.0,0.0,100000.0,100000.0
1777779066.102492,^NSEI,HOLD,0.0,103.02224918569682,0.0,0.0,100000.0,100000.0
1777779067.102809,^NSEI,HOLD,0.0,103.03115367767035,0.0,0.0,100000.0,100000.0
1777779068.103123,^NSEI,HOLD,0.0,103.02862249027885,0.0,0.0,100000.0,100000.0
1777779069.103466,^NSEI,HOLD,0.0,103.01446394407057,0.0,0.0,100000.0,100000.0
1777779070.103784,^NSEI,HOLD,0.0,102.96286075957967,0.0,0.0,100000.0,100000.0
1777779071.104086,^NSEI,HOLD,0.0,102.92904642917406,0.0,0.0,100000.0,100000.0
1777779072.104384,^NSEI,HOLD,0.0,102.8819408832997,0.0,0.0,100000.0,100000.0
1777779073.104675,^NSEI,HOLD,0.0,102.83737080859358,0.0,0.0,100000.0,100000.0
1777779074.104985,^NSEI,HOLD,0.0,102.81014961849118,0.0,0.0,100000.0,100000.0
1777779075.10528,^NSEI,HOLD,0.0,102.79870306331338,0.0,0.0,100000.0,100000.0
1777779076.105582,^NSEI,HOLD,0.0,102.80961628962991,0.0,0.0,100000.0,100000.0
1777779077.105906,^NSEI,HOLD,0.0,102.81764833029077,0.0,0.0,100000.0,100000.0
1777779078.106262,^NSEI,HOLD,0.0,102.81241418894699,0.0,0.0,100000.0,100000.0
1777779079.106565,^NSEI,HOLD,0.0,102.80542737894011,0.0,0.0,100000.0,100000.0
1777779080.106871,^NSEI,HOLD,0.0,102.74515249533702,0.0,0.0,100000.0,100000.0
1777779081.107207,^NSEI,HOLD,0.0,102.64175884434815,0.0,0.0,100000.0,100000.0
1777779082.107551,^NSEI,HOLD,0.0,102.50112828757992,0.0,0.0,100000.0,100000.0
1777779083.108193,^NSEI,HOLD,0.0,102.33495376371823,0.0,0.0,100000.0,100000.0
1777779084.108647,^NSEI,HOLD,0.0,102.18676150882449,0.0,0.0,100000.0,100000.0
1777779085.108996,^NSEI,HOLD,0.0,102.01623744698684,0.0,0.0,100000.0,100000.0
1777779086.109308,^NSEI,HOLD,0.0,101.84025684772921,0.0,0.0,100000.0,100000.0
1777779087.109726,^NSEI,HOLD,0.0,101.7095130530668,0.0,0.0,100000.0,100000.0
1777779088.110122,^NSEI,HOLD,0.0,101.57262485486665,0.0,0.0,100000.0,100000.0
1777779089.110466,^NSEI,HOLD,0.0,101.4630480343369,0.0,0.0,100000.0,100000.0
1777779090.110793,^NSEI,HOLD,0.0,101.32894907386128,0.0,0.0,100000.0,100000.0
1777779091.111122,^NSEI,HOLD,0.0,101.19343389736649,0.0,0.0,100000.0,100000.0
1777779092.111435,^NSEI,HOLD,0.0,101.03402563646482,0.0,0.0,100000.0,100000.0
1777779093.111734,^NSEI,HOLD,0.0,100.87005041629114,0.0,0.0,100000.0,100000.0
1777779094.112066,^NSEI,HOLD,0.0,100.73691254995462,0.0,0.0,100000.0,100000.0
1777779095.112374,^NSEI,HOLD,0.0,100.55650702634316,0.0,0.0,100000.0,100000.0
1777779096.112672,^NSEI,HOLD,0.0,100.39520365438399,0.0,0.0,100000.0,100000.0
1777779097.113003,^NSEI,HOLD,0.0,100.24661281511246,0.0,0.0,100000.0,100000.0
1777779098.113359,^NSEI,HOLD,0.0,100.08555232691376,0.0,0.0,100000.0,100000.0
1777779099.113657,^NSEI,HOLD,0.0,99.88726018587924,0.0,0.0,100000.0,100000.0
1777779100.113983,^NSEI,HOLD,0.0,99.69785870616684,0.0,0.0,100000.0,100000.0
1777779101.11429,^NSEI,HOLD,0.0,99.49947980804474,0.0,0.0,100000.0,100000.0
1777779102.114582,^NSEI,HOLD,0.0,99.31464930638992,0.0,0.0,100000.0,100000.0
1777779103.11488,^NSEI,HOLD,0.0,99.13681311658036,0.0,0.0,100000.0,100000.0
1777779104.115191,^NSEI,HOLD,0.0,99.01183685521792,0.0,0.0,100000.0,100000.0
1777779105.115492,^NSEI,HOLD,0.0,98.88426135709508,0.0,0.0,100000.0,100000.0
1777779106.115799,^NSEI,HOLD,0.0,98.7309920894095,0.0,0.0,100000.0,100000.0
1777779107.116122,^NSEI,HOLD,0.0,98.58834070967075,0.0,0.0,100000.0,100000.0
1777779108.116442,^NSEI,HOLD,0.0,98.4571807347913,0.0,0.0,100000.0,100000.0
1777779109.116737,^NSEI,HOLD,0.0,98.37066193930642,0.0,0.0,100000.0,100000.0
1777779110.117047,^NSEI,HOLD,0.0,98.31232844229459,0.0,0.0,100000.0,100000.0
1777779111.117358,^NSEI,HOLD,0.0,98.26714254307025,0.0,0.0,100000.0,100000.0
1777779112.117656,^NSEI,HOLD,0.0,98.26811692063967,0.0,0.0,100000.0,100000.0
1777779113.118026,^NSEI,HOLD,0.0,98.23327800912342,0.0,0.0,100000.0,100000.0
1777779114.118366,^NSEI,HOLD,0.0,98.18077360881153,0.0,0.0,100000.0,100000.0
1777779115.118694,^NSEI,HOLD,0.0,98.10264690469667,0.0,0.0,100000.0,100000.0
1777779116.119024,^NSEI,HOLD,0.0,98.01593744828286,0.0,0.0,100000.0,100000.0
1777779117.119381,^NSEI,HOLD,0.0,97.89165943594553,0.0,0.0,100000.0,100000.0
1777779118.1197,^NSEI,HOLD,0.0,97.79043814703395,0.0,0.0,100000.0,100000.0
1777779119.120015,^NSEI,HOLD,0.0,97.68641193592738,0.0,0.0,100000.0,100000.0
1777779120.120338,^NSEI,HOLD,0.0,97.5429582745519,0.0,0.0,100000.0,100000.0
1777779121.120648,^NSEI,HOLD,0.0,97.3751197136402,0.0,0.0,100000.0,100000.0
1777779122.120952,^NSEI,HOLD,0.0,97.2220810157629,0.0,0.0,100000.0,100000.0
1777779123.121272,^NSEI,HOLD,0.0,97.09851564275311,0.0,0.0,100000.0,100000.0
1777779124.121574,^NSEI,HOLD,0.0,97.03735748307736,0.0,0.0,100000.0,100000.0
1777779125.121878,^NSEI,HOLD,0.0,97.06500800727041,0.0,0.0,100000.0,100000.0
1777779126.12222,^NSEI,HOLD,0.0,97.10504196614221,0.0,0.0,100000.0,100000.0
1777779127.122549,^NSEI,HOLD,0.0,97.11414037480384,0.0,0.0,100000.0,100000.0
1777779128.122886,^NSEI,HOLD,0.0,97.05890997757912,0.0,0.0,100000.0,100000.0
1777779129.123224,^NSEI,HOLD,0.0,97.01394005123026,0.0,0.0,100000.0,100000.0
1777779130.123524,^NSEI,HOLD,0.0,96.94676657074822,0.0,0.0,100000.0,100000.0
1777779131.123867,^NSEI,HOLD,0.0,96.8700097601239,0.0,0.0,100000.0,100000.0
1777779132.124202,^NSEI,HOLD,0.0,96.77822733229497,0.0,0.0,100000.0,100000.0
1777779133.124509,^NSEI,HOLD,0.0,96.68577142219956,0.0,0.0,100000.0,100000.0
1777779134.124994,^NSEI,HOLD,0.0,96.62791010995267,0.0,0.0,100000.0,100000.0
1777779135.12554,^NSEI,HOLD,0.0,96.57707736777321,0.0,0.0,100000.0,100000.0
1777779136.125932,^NSEI,HOLD,0.0,96.52372772459326,0.0,0.0,100000.0,100000.0
1777779137.126389,^NSEI,HOLD,0.0,96.44204521939324,0.0,0.0,100000.0,100000.0
1777779138.126751,^NSEI,HOLD,0.0,96.31453704699389,0.0,0.0,100000.0,100000.0
1777779139.127129,^NSEI,HOLD,0.0,96.17759394325505,0.0,0.0,100000.0,100000.0
1777779140.127457,^NSEI,HOLD,0.0,96.04394827593455,0.0,0.0,100000.0,100000.0
1777779141.127822,^NSEI,HOLD,0.0,95.9656052379155,0.0,0.0,100000.0,100000.0
1777779142.128138,^NSEI,HOLD,0.0,95.89407673363289,0.0,0.0,100000.0,100000.0
1777779143.128449,^NSEI,HOLD,0.0,95.85401364698721,0.0,0.0,100000.0,100000.0
1777779144.128757,^NSEI,HOLD,0.0,95.80108235630033,0.0,0.0,100000.0,100000.0
1777779145.129075,^NSEI,HOLD,0.0,95.71565531459063,0.0,0.0,100000.0,100000.0
1777779146.129391,^NSEI,HOLD,0.0,95.6055100461188,0.0,0.0,100000.0,100000.0
1777779147.129719,^NSEI,HOLD,0.0,95.47855835145972,0.0,0.0,100000.0,100000.0
1777779148.13007,^NSEI,HOLD,0.0,95.41677192746316,0.0,0.0,100000.0,100000.0
1777779149.130377,^NSEI,HOLD,0.0,95.33358603045497,0.0,0.0,100000.0,100000.0
1777779150.130689,^NSEI,HOLD,0.0,95.2777745318546,0.0,0.0,100000.0,100000.0
1777779151.131012,^NSEI,HOLD,0.0,95.1979916878457,0.0,0.0,100000.0,100000.0
1777779152.131337,^NSEI,HOLD,0.0,95.14815558459053,0.0,0.0,100000.0,100000.0
1777779153.131651,^NSEI,HOLD,0.0,95.11166925014395,0.0,0.0,100000.0,100000.0
1777779154.131968,^NSEI,HOLD,0.0,95.07232170795498,0.0,0.0,100000.0,100000.0
1777779155.132285,^NSEI,HOLD,0.0,95.03359255611016,0.0,0.0,100000.0,100000.0
1777779156.132592,^NSEI,HOLD,0.0,94.97752893735245,0.0,0.0,100000.0,100000.0
1777779157.132922,^NSEI,HOLD,0.0,94.93673664640528,0.0,0.0,100000.0,100000.0
1777779158.133246,^NSEI,HOLD,0.0,94.88453161432527,0.0,0.0,100000.0,100000.0
1777779159.13356,^NSEI,HOLD,0.0,94.79895341098761,0.0,0.0,100000.0,100000.0
1777779160.133877,^NSEI,HOLD,0.0,94.67996208312026,0.0,0.0,100000.0,100000.0
1777779161.134193,^NSEI,HOLD,0.0,94.57012876253904,0.0,0.0,100000.0,100000.0
1777779162.134506,^NSEI,HOLD,0.0,94.50908593387737,0.0,0.0,100000.0,100000.0
1777779163.134839,^NSEI,HOLD,0.0,94.4551319292758,0.0,0.0,100000.0,100000.0
1777779164.135223,^NSEI,HOLD,0.0,94.4000089106659,0.0,0.0,100000.0,100000.0
1777779165.135575,^NSEI,HOLD,0.0,94.35542497265473,0.0,0.0,100000.0,100000.0
1777779166.13591,^NSEI,HOLD,0.0,94.35060129370207,0.0,0.0,100000.0,100000.0
1777779167.136273,^NSEI,HOLD,0.0,94.35294697175345,0.0,0.0,100000.0,100000.0
1777779168.136626,^NSEI,HOLD,0.0,94.34372939179063,0.0,0.0,100000.0,100000.0
1777779169.137068,^NSEI,HOLD,0.0,94.36777347570317,0.0,0.0,100000.0,100000.0
1777779170.137419,^NSEI,HOLD,0.0,94.4043554622679,0.0,0.0,100000.0,100000.0
1777779171.137754,^NSEI,HOLD,0.0,94.48606672016058,0.0,0.0,100000.0,100000.0
1777779172.138116,^NSEI,HOLD,0.0,94.57137265233591,0.0,0.0,100000.0,100000.0
1777779173.138458,^NSEI,HOLD,0.0,94.61757125642801,0.0,0.0,100000.0,100000.0
1777779174.138803,^NSEI,HOLD,0.0,94.6220227128138,0.0,0.0,100000.0,100000.0
1777779175.139184,^NSEI,HOLD,0.0,94.67562168145318,0.0,0.0,100000.0,100000.0
1777779176.139565,^NSEI,HOLD,0.0,94.77984314246783,0.0,0.0,100000.0,100000.0
1777779177.139913,^NSEI,HOLD,0.0,94.87595317818369,0.0,0.0,100000.0,100000.0
1777779178.140272,^NSEI,HOLD,0.0,94.95800765732355,0.0,0.0,100000.0,100000.0
1777779179.140598,^NSEI,HOLD,0.0,95.08247366966657,0.0,0.0,100000.0,100000.0
1777779180.140931,^NSEI,HOLD,0.0,95.16958190644092,0.0,0.0,100000.0,100000.0
1777779181.14155,^NSEI,HOLD,0.0,95.22732802488854,0.0,0.0,100000.0,100000.0
1777779182.142093,^NSEI,HOLD,0.0,95.30330969961986,0.0,0.0,100000.0,100000.0
1777779183.142531,^NSEI,HOLD,0.0,95.36553781821812,0.0,0.0,100000.0,100000.0
1777779184.142899,^NSEI,HOLD,0.0,95.42627955566813,0.0,0.0,100000.0,100000.0
1777779185.143367,^NSEI,HOLD,0.0,95.48078542208188,0.0,0.0,100000.0,100000.0
1777779186.143706,^NSEI,HOLD,0.0,95.54441069633361,0.0,0.0,100000.0,100000.0
1777779187.144081,^NSEI,HOLD,0.0,95.64938879731311,0.0,0.0,100000.0,100000.0
1777779188.144433,^NSEI,HOLD,0.0,95.7545041049402,0.0,0.0,100000.0,100000.0
1777779189.144757,^NSEI,HOLD,0.0,95.87681260185916,0.0,0.0,100000.0,100000.0
1777779190.145092,^NSEI,HOLD,0.0,95.93232084206885,0.0,0.0,100000.0,100000.0
1777779191.145422,^NSEI,HOLD,0.0,95.98522827119105,0.0,0.0,100000.0,100000.0
1777779192.145747,^NSEI,HOLD,0.0,96.01147104622855,0.0,0.0,100000.0,100000.0
1777779193.146091,^NSEI,HOLD,0.0,96.00076520473009,0.0,0.0,100000.0,100000.0
1777779194.14643,^NSEI,HOLD,0.0,95.96483830122267,0.0,0.0,100000.0,100000.0
1777779195.146755,^NSEI,HOLD,0.0,95.92075591430172,0.0,0.0,100000.0,100000.0
1777779196.147094,^NSEI,HOLD,0.0,95.90558928302406,0.0,0.0,100000.0,100000.0
1777779197.147427,^NSEI,HOLD,0.0,95.8520878009823,0.0,0.0,100000.0,100000.0
1777779198.147757,^NSEI,HOLD,0.0,95.8017360407538,0.0,0.0,100000.0,100000.0
1777779199.148138,^NSEI,HOLD,0.0,95.73933647662712,0.0,0.0,100000.0,100000.0
1777779200.148467,^NSEI,HOLD,0.0,95.66989639014258,0.0,0.0,100000.0,100000.0
1777779201.1488,^NSEI,HOLD,0.0,95.63238634989568,0.0,0.0,100000.0,100000.0
1777779202.14917,^NSEI,HOLD,0.0,95.61245463939966,0.0,0.0,100000.0,100000.0
1777779203.149489,^NSEI,HOLD,0.0,95.63327886068348,0.0,0.0,100000.0,100000.0
1777779204.149824,^NSEI,HOLD,0.0,95.64942384298953,0.0,0.0,100000.0,100000.0
1777779205.150161,^NSEI,HOLD,0.0,95.64483598445746,0.0,0.0,100000.0,100000.0
1777779206.150487,^NSEI,HOLD,0.0,95.63433087978456,0.0,0.0,100000.0,100000.0
1777779207.150814,^NSEI,HOLD,0.0,95.63194002403338,0.0,0.0,100000.0,100000.0
1777779208.151163,^NSEI,HOLD,0.0,95.6354704614056,0.0,0.0,100000.0,100000.0
1777779209.151496,^NSEI,HOLD,0.0,95.6071696436055,0.0,0.0,100000.0,100000.0
1777779210.151887,^NSEI,HOLD,0.0,95.58300755750975,0.0,0.0,100000.0,100000.0
1777779211.152252,^NSEI,HOLD,0.0,95.56692471562228,0.0,0.0,100000.0,100000.0
1777779212.152601,^NSEI,HOLD,0.0,95.62642905549491,0.0,0.0,100000.0,100000.0
1777779213.152932,^NSEI,HOLD,0.0,95.74163514799197,0.0,0.0,100000.0,100000.0
1777779214.153317,^NSEI,HOLD,0.0,95.82749346253814,0.0,0.0,100000.0,100000.0
1777779215.153699,^NSEI,HOLD,0.0,95.90248134625331,0.0,0.0,100000.0,100000.0
1777779216.154084,^NSEI,HOLD,0.0,95.93099771306257,0.0,0.0,100000.0,100000.0
1777779217.154421,^NSEI,HOLD,0.0,95.94142734717117,0.0,0.0,100000.0,100000.0
1777779218.154751,^NSEI,HOLD,0.0,95.96158857699788,0.0,0.0,100000.0,100000.0
1777779219.155099,^NSEI,HOLD,0.0,96.01797761886263,0.0,0.0,100000.0,100000.0
1777779220.15546,^NSEI,HOLD,0.0,96.0510314655345,0.0,0.0,100000.0,100000.0
1777779221.155814,^NSEI,HOLD,0.0,96.06389393255006,0.0,0.0,100000.0,100000.0
1777779222.15621,^NSEI,HOLD,0.0,96.01248165210937,0.0,0.0,100000.0,100000.0
1777779223.156552,^NSEI,HOLD,0.0,95.95847708411848,0.0,0.0,100000.0,100000.0
1777779224.15688,^NSEI,HOLD,0.0,95.87556331571857,0.0,0.0,100000.0,100000.0
1777779225.157231,^NSEI,HOLD,0.0,95.78043646198174,0.0,0.0,100000.0,100000.0
1777779226.157623,^NSEI,HOLD,0.0,95.66351445911111,0.0,0.0,100000.0,100000.0
1777779227.158273,^NSEI,HOLD,0.0,95.54810467609639,0.0,0.0,100000.0,100000.0
1777779228.158831,^NSEI,HOLD,0.0,95.38654850852893,0.0,0.0,100000.0,100000.0
1777779229.159232,^NSEI,HOLD,0.0,95.18932226338309,0.0,0.0,100000.0,100000.0
1777779230.159634,^NSEI,HOLD,0.0,95.05780885668467,0.0,0.0,100000.0,100000.0
1777779231.16004,^NSEI,HOLD,0.0,94.89450298141891,0.0,0.0,100000.0,100000.0
1777779232.160496,^NSEI,HOLD,0.0,94.70617838446465,0.0,0.0,100000.0,100000.0
1777779233.1609,^NSEI,HOLD,0.0,94.57506739969311,0.0,0.0,100000.0,100000.0
1777779234.161292,^NSEI,HOLD,0.0,94.53043028277965,0.0,0.0,100000.0,100000.0
1777779235.161625,^NSEI,HOLD,0.0,94.45379662877096,0.0,0.0,100000.0,100000.0
1777779236.161977,^NSEI,HOLD,0.0,94.36956824714689,0.0,0.0,100000.0,100000.0
1777779237.16234,^NSEI,HOLD,0.0,94.29828696141121,0.0,0.0,100000.0,100000.0
1777779238.162699,^NSEI,HOLD,0.0,94.27934447243513,0.0,0.0,100000.0,100000.0
1777779239.16305,^NSEI,HOLD,0.0,94.23279557997851,0.0,0.0,100000.0,100000.0
1777779240.163428,^NSEI,HOLD,0.0,94.18118944536172,0.0,0.0,100000.0,100000.0
1777779241.163772,^NSEI,HOLD,0.0,94.15416534774377,0.0,0.0,100000.0,100000.0
1777779242.164133,^NSEI,HOLD,0.0,94.14119123397312,0.0,0.0,100000.0,100000.0
1777779243.164487,^NSEI,HOLD,0.0,94.11822926259461,0.0,0.0,100000.0,100000.0
1777779244.164834,^NSEI,HOLD,0.0,94.09267279538838,0.0,0.0,100000.0,100000.0
1777779245.165184,^NSEI,HOLD,0.0,94.02856514763677,0.0,0.0,100000.0,100000.0
1777779246.165514,^NSEI,HOLD,0.0,93.96020296091491,0.0,0.0,100000.0,100000.0
1777779247.16584,^NSEI,HOLD,0.0,93.88692582805297,0.0,0.0,100000.0,100000.0
1777779248.16621,^NSEI,HOLD,0.0,93.82311993822775,0.0,0.0,100000.0,100000.0
1777779249.166557,^NSEI,HOLD,0.0,93.7459973215487,0.0,0.0,100000.0,100000.0
1777779250.166902,^NSEI,HOLD,0.0,93.68525111930582,0.0,0.0,100000.0,100000.0
1777779251.167263,^NSEI,HOLD,0.0,93.6559031279681,0.0,0.0,100000.0,100000.0
1777779252.167608,^NSEI,HOLD,0.0,93.63253288108812,0.0,0.0,100000.0,100000.0
1777779253.167947,^NSEI,HOLD,0.0,93.62064064433272,0.0,0.0,100000.0,100000.0
1777779254.168361,^NSEI,HOLD,0.0,93.61124196842283,0.0,0.0,100000.0,100000.0
1777779255.168755,^NSEI,HOLD,0.0,93.60271923517062,0.0,0.0,100000.0,100000.0
1777779256.169155,^NSEI,HOLD,0.0,93.57407949659436,0.0,0.0,100000.0,100000.0
1777779257.169579,^NSEI,HOLD,0.0,93.55603876595598,0.0,0.0,100000.0,100000.0
1777779258.169951,^NSEI,HOLD,0.0,93.53632243529037,0.0,0.0,100000.0,100000.0
1777779259.170383,^NSEI,HOLD,0.0,93.57834061072785,0.0,0.0,100000.0,100000.0
1777779260.170735,^NSEI,HOLD,0.0,93.66611060465127,0.0,0.0,100000.0,100000.0
1777779261.171112,^NSEI,HOLD,0.0,93.76332626574543,0.0,0.0,100000.0,100000.0
1777779262.171483,^NSEI,HOLD,0.0,93.83512957271722,0.0,0.0,100000.0,100000.0
1777779263.17182,^NSEI,HOLD,0.0,93.87203096054549,0.0,0.0,100000.0,100000.0
1777779264.172189,^NSEI,HOLD,0.0,93.94360548806193,0.0,0.0,100000.0,100000.0
1777779265.172596,^NSEI,HOLD,0.0,94.02141624353968,0.0,0.0,100000.0,100000.0
1777779266.17293,^NSEI,HOLD,0.0,94.11181914952114,0.0,0.0,100000.0,100000.0
1777779267.1733,^NSEI,HOLD,0.0,94.14737765658879,0.0,0.0,100000.0,100000.0
1777779268.173645,^NSEI,HOLD,0.0,94.20992043704229,0.0,0.0,100000.0,100000.0
1777779269.173996,^NSEI,HOLD,0.0,94.2847160689045,0.0,0.0,100000.0,100000.0
